Date_Time_1,subjectsID,Group,Expriments Times,DarkLight,EatRestrict,AllMeters (m),FoodUpa (gram),Pedmeters (m),WaterUpa (gram),BodyMass (gram),bodytemp,envirolightlux,envirooccupancy,envirorh,envirosound,envirotemp,Kcal_hr (kcal/hr),RER,si13c,Co2 ml/min,Vo2 ml/min,zbreak,Locomotion (brakes)
2022-03-20 12:08:25,14,Late_TRF,2022-03-20 04:08:25,light,Restrict,0.0,0.0,0.0,0.0,33.99377,-1.0,,,,,,0.5658904,0.7516882,-1.0,1.485653,1.976243,0.0,0.0
2022-03-20 12:08:25,15,Late_TRF,2022-03-20 04:08:25,light,Restrict,0.01614,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5279678,0.8303459,-1.0,1.504765,1.810503,0.0,1.0
2022-03-20 12:08:25,16,Late_TRF,2022-03-20 04:08:25,light,Restrict,0.0,0.0,0.0,0.0,33.16181,-1.0,,,,,,0.5607093,0.792774,-1.0,1.537848,1.939684,0.0,0.0
2022-03-20 12:13:25,13,Late_TRF,2022-03-20 04:13:25,light,Restrict,0.0205399999999968,0.0,0.0050499999999971,0.0,28.32925,-1.0,,,,,,0.4674954,0.7654432,-1.0,1.246229,1.627318,0.0,5.0
2022-03-20 12:13:25,14,Late_TRF,2022-03-20 04:13:25,light,Restrict,0.0,0.0,0.0,0.0,34.13752,-1.0,,,,,,0.5318433,0.7534258,-1.0,1.398971,1.856583,0.0,0.0
2022-03-20 12:13:25,15,Late_TRF,2022-03-20 04:13:25,light,Restrict,0.001380000000001,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5360249,0.8486466,-1.0,1.553497,1.830901,0.0,0.0
2022-03-20 12:13:25,16,Late_TRF,2022-03-20 04:13:25,light,Restrict,0.0,0.0,0.0,0.0,33.15366,-1.0,,,,,,0.537317,0.802278,-1.0,1.487504,1.854885,0.0,0.0
2022-03-20 12:18:25,13,Late_TRF,2022-03-20 04:18:25,light,Restrict,0.0300399999999996,0.0,0.0,0.0,28.33383,-1.0,,,,,,0.4761767,0.7690885,-1.0,1.274039,1.656227,0.0,18.0
2022-03-20 12:18:25,14,Late_TRF,2022-03-20 04:18:25,light,Restrict,0.0,0.0,0.0,0.0,34.28127,-1.0,,,,,,0.5144544,0.7583159,-1.0,1.360272,1.793905,0.0,0.0
2022-03-20 12:18:25,15,Late_TRF,2022-03-20 04:18:25,light,Restrict,0.7214999999999989,0.0,0.4644700000000004,0.0078533499999999,33.64738,-1.0,,,,,,0.6840984,0.8468584,-1.0,1.982211,2.336796,0.0,312.0
2022-03-20 12:18:25,16,Late_TRF,2022-03-20 04:18:25,light,Restrict,0.7497360000000004,0.01172519,0.5665159999999991,0.0,33.147,-1.0,,,,,,0.6845554,0.8127611,-1.0,1.914744,2.357663,0.0,363.0
2022-03-20 12:23:25,13,Late_TRF,2022-03-20 04:23:25,light,Restrict,0.1073599999999999,0.0,0.0151000000000038,0.0,28.33841,-1.0,,,,,,0.5208839,0.767521,-1.0,1.391756,1.81226,0.0,27.0
2022-03-20 12:23:25,14,Late_TRF,2022-03-20 04:23:25,light,Restrict,0.0,0.0,0.0,0.0,34.42501,-1.0,,,,,,0.5248592,0.7645369,-1.0,1.397164,1.827554,0.0,0.0
2022-03-20 12:23:25,15,Late_TRF,2022-03-20 04:23:25,light,Restrict,2.1594300000000004,0.0,1.545770000000001,0.07201122,33.64738,-1.0,,,,,,0.8009799,0.8448621,-1.0,2.31389,2.738011,0.0,289.0
2022-03-20 12:23:25,16,Late_TRF,2022-03-20 04:23:25,light,Restrict,2.013580000000001,0.02193564,1.3829030000000009,0.0,33.14346,-1.0,,,,,,0.756816,0.8022446,-1.0,2.096421,2.61227,0.0,219.0
2022-03-20 12:28:25,13,Late_TRF,2022-03-20 04:28:25,light,Restrict,0.0341599999999999,0.0,0.0055099999999939,0.0,28.34299,-1.0,,,,,,0.4859987,0.7826755,-1.0,1.318903,1.685174,0.0,1.0
2022-03-20 12:28:25,14,Late_TRF,2022-03-20 04:28:25,light,Restrict,0.0,0.0,0.0,0.0,34.56876,-1.0,,,,,,0.5207516,0.7488686,-1.0,1.36249,1.819914,0.0,0.0
2022-03-20 12:28:25,15,Late_TRF,2022-03-20 04:28:25,light,Restrict,1.8251199999999983,0.00113689,1.3288499999999992,0.0,33.64738,-1.0,,,,,,0.6643623,0.836903,-1.0,1.904156,2.275237,0.0,413.0
2022-03-20 12:28:25,16,Late_TRF,2022-03-20 04:28:25,light,Restrict,0.610809999999999,0.0,0.1829070000000001,0.0,33.14001,-1.0,,,,,,0.6748993,0.8259407,-1.0,1.914126,2.317001,0.0,168.0
2022-03-20 12:33:25,13,Late_TRF,2022-03-20 04:33:25,light,Restrict,0.0250200000000049,0.0,0.0,0.0,28.34757,-1.0,,,,,,0.4909381,0.791029,-1.0,1.344112,1.698988,0.0,17.0
2022-03-20 12:33:25,14,Late_TRF,2022-03-20 04:33:25,light,Restrict,0.3534499999999987,0.0,0.2966900000000017,0.0,34.71251,-1.0,,,,,,0.5925042,0.7732234,-1.0,1.594254,2.058317,0.0,199.0
2022-03-20 12:33:25,15,Late_TRF,2022-03-20 04:33:25,light,Restrict,1.9583800000000016,0.0042342299999999,1.38532,0.0,33.64738,-1.0,,,,,,0.6477853,0.8261917,-1.0,1.837073,2.223958,0.0,251.0
2022-03-20 12:33:25,16,Late_TRF,2022-03-20 04:33:25,light,Restrict,1.50455,0.0015671999999999,0.9049239999999994,0.0,33.13656,-1.0,,,,,,0.6688636,0.7916592,-1.0,1.832244,2.314455,0.0,356.0
2022-03-20 12:38:25,13,Late_TRF,2022-03-20 04:38:25,light,Restrict,0.011579999999995,0.0,0.0,0.0,28.35215,-1.0,,,,,,0.4695645,0.7867144,-1.0,1.279578,1.626709,0.0,4.0
2022-03-20 12:38:25,14,Late_TRF,2022-03-20 04:38:25,light,Restrict,1.7191800000000017,0.0,1.4163999999999994,0.0009375,34.85626,-1.0,,,,,,0.6865674,0.7797233,-1.0,1.857554,2.382221,0.0,150.0
2022-03-20 12:38:25,15,Late_TRF,2022-03-20 04:38:25,light,Restrict,0.696629999999999,0.0,0.4708100000000002,0.0,33.64738,-1.0,,,,,,0.5963497,0.7881899,-1.0,1.627449,2.065264,0.0,16.0
2022-03-20 12:38:25,16,Late_TRF,2022-03-20 04:38:25,light,Restrict,1.4327400000000008,0.0008438799999999,0.9436300000000006,0.01003458,33.13311,-1.0,,,,,,0.6500919,0.8064982,-1.0,1.807576,2.241991,0.0,344.0
2022-03-20 12:43:25,13,Late_TRF,2022-03-20 04:43:25,light,Restrict,0.0929400000000058,0.0,0.0201700000000002,0.0,28.35673,-1.0,,,,,,0.6021004,0.7936656,-1.0,1.65767,2.081102,0.0,66.0
2022-03-20 12:43:25,14,Late_TRF,2022-03-20 04:43:25,light,Restrict,1.4321899999999983,0.0,1.17718,0.0010156199999999,34.91713,-1.0,,,,,,0.6887469,0.7788067,-1.0,1.86215,2.390149,0.0,164.0
2022-03-20 12:43:25,15,Late_TRF,2022-03-20 04:43:25,light,Restrict,0.0213,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.4489888,0.7927117,-1.0,1.230908,1.553352,0.0,6.0
2022-03-20 12:43:25,16,Late_TRF,2022-03-20 04:43:25,light,Restrict,2.250099999999998,0.0,1.61674,0.01218221,33.12966,-1.0,,,,,,0.5937741,0.7887957,-1.0,1.622723,2.055697,0.0,441.0
2022-03-20 12:48:25,13,Late_TRF,2022-03-20 04:48:25,light,Restrict,0.6426199999999938,0.0015931699999999,0.2850400000000022,0.0,28.36131,-1.0,,,,,,0.6569926,0.8267782,-1.0,1.857225,2.257241,0.0,281.0
2022-03-20 12:48:25,14,Late_TRF,2022-03-20 04:48:25,light,Restrict,0.7681300000000029,0.0,0.6728799999999993,0.0,34.91322,-1.0,,,,,,0.6492914,0.7785093,-1.0,1.755667,2.253173,0.0,43.0
2022-03-20 12:48:25,15,Late_TRF,2022-03-20 04:48:25,light,Restrict,0.0340300000000013,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.4339308,0.832811,-1.0,1.238719,1.48748,0.0,5.0
2022-03-20 12:48:25,16,Late_TRF,2022-03-20 04:48:25,light,Restrict,2.2626000000000026,0.0,1.61261,0.0,33.12621,-1.0,,,,,,0.5890902,0.8017458,-1.0,1.63086,2.033606,0.0,292.0
2022-03-20 12:53:25,13,Late_TRF,2022-03-20 04:53:25,light,Restrict,2.4165000000000063,0.01327121,1.8040999999999985,0.0,28.36589,-1.0,,,,,,0.7173153,0.8056887,-1.0,1.993441,2.474121,0.0,445.0
2022-03-20 12:53:25,14,Late_TRF,2022-03-20 04:53:25,light,Restrict,0.0225899999999974,0.0,0.0218400000000009,0.0,34.91172,-1.0,,,,,,0.5794017,0.7542313,-1.0,1.525239,2.022274,0.0,0.0
2022-03-20 12:53:25,15,Late_TRF,2022-03-20 04:53:25,light,Restrict,0.011029999999998,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.4685072,0.8081072,-1.0,1.305608,1.614933,0.0,2.0
2022-03-20 12:53:25,16,Late_TRF,2022-03-20 04:53:25,light,Restrict,1.3257799999999982,0.0,0.7101699999999997,0.0,33.12276,-1.0,,,,,,0.5496441,0.7856383,-1.0,1.495054,1.904899,0.0,303.0
2022-03-20 12:58:25,13,Late_TRF,2022-03-20 04:58:25,light,Restrict,3.204939999999993,0.0029662999999999,2.5645799999999994,0.0,28.37048,-1.0,,,,,,0.7471024,0.7868436,-1.0,2.035392,2.588318,0.0,398.0
2022-03-20 12:58:25,14,Late_TRF,2022-03-20 04:58:25,light,Restrict,0.0,0.0,0.0,0.0,34.90561,-1.0,,,,,,0.5985119,0.7662289,-1.0,1.59663,2.083057,0.0,0.0
2022-03-20 12:58:25,15,Late_TRF,2022-03-20 04:58:25,light,Restrict,0.0090300000000027,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5049289,0.8170835,-1.0,1.419334,1.737046,0.0,4.0
2022-03-20 12:58:25,16,Late_TRF,2022-03-20 04:58:25,light,Restrict,0.940570000000001,0.0,0.5013400000000008,0.0,33.11932,-1.0,,,,,,0.5942484,0.7896934,-1.0,1.623986,2.057348,0.0,116.0
2022-03-20 13:03:25,13,Late_TRF,2022-03-20 05:03:25,light,Restrict,2.4062200000000047,0.00532073,1.702920000000006,0.0,28.37506,-1.0,,,,,,0.6920597,0.7999769,-1.0,1.912046,2.390156,0.0,454.0
2022-03-20 13:03:25,14,Late_TRF,2022-03-20 05:03:25,light,Restrict,0.0,0.0,0.0,0.0,34.8995,-1.0,,,,,,0.6152048,0.7683353,-1.0,1.644642,2.140177,0.0,0.0
2022-03-20 13:03:25,15,Late_TRF,2022-03-20 05:03:25,light,Restrict,0.0093099999999992,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5030091,0.8309074,-1.0,1.433435,1.72497,0.0,4.0
2022-03-20 13:03:25,16,Late_TRF,2022-03-20 05:03:25,light,Restrict,0.4793899999999986,0.0,0.0540199999999995,0.0,33.11586,-1.0,,,,,,0.5106461,0.7841271,-1.0,1.387819,1.770069,0.0,145.0
2022-03-20 13:08:25,13,Late_TRF,2022-03-20 05:08:25,light,Restrict,2.203089999999996,0.00236099,1.535339999999998,0.0,28.37964,-1.0,,,,,,0.6868843,0.7765629,-1.0,1.847571,2.386364,0.0,305.0
2022-03-20 13:08:25,14,Late_TRF,2022-03-20 05:08:25,light,Restrict,0.0,0.0,0.0,0.0,34.89339,-1.0,,,,,,0.5593746,0.7481053,-1.0,1.462226,1.955262,0.0,0.0
